OpCode	TapeReader	Depth	Comment	Info5Name	Info5Value	Info6Name	Info6Value	Info7Name	Info7Value	Info8Name	Info8Value	Info9Name	Info9Value	Info10Name	Info10Value	Info11Name	Info11Value	Info12Name	Info12Value
100	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
101	Shenae	110.57		Lights	White	Substrate CATAMI		Biota CATAMI											
107	Shenae	140.93		Lights	White	Substrate CATAMI		Biota CATAMI											
129	Shenae	108.57		Lights	White	Substrate CATAMI		Biota CATAMI											
130	Shenae			Lights	White	Substrate CATAMI		Biota CATAMI											
131	ashlee b		FACING UP	Lights		Substrate CATAMI		Biota CATAMI											
132	Shenae	100.69		Lights	White	Substrate CATAMI		Biota CATAMI											
135	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
136	ashlee b		PULLED EARLY	Lights		Substrate CATAMI		Biota CATAMI											
137	Shenae	81.89		Lights	White	Substrate CATAMI		Biota CATAMI											
138	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
142	Shenae	102.57		Lights	White	Substrate CATAMI		Biota CATAMI											
143	Shenae	116.97		Lights	White	Substrate CATAMI		Biota CATAMI											
144	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
145	Shenae	114.51		Lights	White	Substrate CATAMI		Biota CATAMI											
146	Shenae	121.22		Lights	White	Substrate CATAMI		Biota CATAMI											
147	Shenae	116.95	Sand	Lights	White	Substrate CATAMI		Biota CATAMI											
148	Shenae	116.65		Lights	White	Substrate CATAMI		Biota CATAMI											
149	Shenae	96.73		Lights	White	Substrate CATAMI		Biota CATAMI											
150	Shenae	114.87		Lights	White	Substrate CATAMI		Biota CATAMI											
160	Shenae	125.38		Lights	White	Substrate CATAMI		Biota CATAMI											
161	Shenae	124.18		Lights	White	Substrate CATAMI		Biota CATAMI											
162	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
163	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
164	Shenae	119.55		Lights	White	Substrate CATAMI		Biota CATAMI											
165	Shenae		Cam facing up, right cam cuts out at 17min BT	Lights	White	Substrate CATAMI		Biota CATAMI											
166	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
167	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
168	Shenae	126.14		Lights	White	Substrate CATAMI		Biota CATAMI											
170	Shenae		Missing left cam/video	Lights	White	Substrate CATAMI		Biota CATAMI											
171	Shenae			Lights	White	Substrate CATAMI		Biota CATAMI											
172	Shenae		Missing left video, right video cuts out at 6 min	Lights	White	Substrate CATAMI		Biota CATAMI											
173	Shenae		left cam obscured, scored right cam	Lights	white	Substrate CATAMI		Biota CATAMI											
175	Shenae			Lights	White	Substrate CATAMI		Biota CATAMI											
176	Shenae			Lights	White	Substrate CATAMI		Biota CATAMI											
178	ashlee b			Lights		Substrate CATAMI		Biota CATAMI											
179	Shenae			Lights	White	Substrate CATAMI		Biota CATAMI											
